id,weighted_cosine,fc_sim,bn_sim,logit_corr,agreement,noise_logit,loss_corr
33,0.37017933,0.082594216,0.21457794,0.7488862,0.6201171875,0.45162892,0.28651048449820626
34,0.9882494,0.983456,0.9938454,0.94600123,0.83056640625,0.8464705,0.5137537586013154
35,0.98694885,0.9999968,0.99933964,0.99380517,0.94482421875,0.9948405,0.8382504081247585
36,0.32861176,-0.06860933,0.32738954,0.5968489,0.5,0.4785099,0.29239086796088104
37,0.38626206,0.053975463,0.33286294,0.69297343,0.6083984375,0.6442086,0.3447869175505127
38,0.5396439,0.42589843,0.40748894,0.87841904,0.7998046875,0.7358572,0.3823649430035608
39,0.5147552,0.37166044,0.35567972,0.8293417,0.69287109375,0.6836626,0.1497799502644594
40,0.50480187,1.0,0.28265306,1.0,1.0,1.0,0.9999999989933437
41,0.5365549,0.40949893,0.5390049,0.8631658,0.78369140625,0.3975967,0.2847146186594108
42,0.5374389,0.42486107,0.36157688,0.86769587,0.79736328125,0.6201967,0.3695931715007304
43,0.35352603,-0.038365573,0.41023707,0.8351995,0.65283203125,0.7868039,0.36587813999131996
44,0.31342566,-0.1488049,0.34174007,0.7160908,0.67578125,0.48773992,0.3122928697013324
45,0.9975085,0.9982538,0.9998734,0.99716157,0.96728515625,0.9967828,0.9557418276638296
46,0.5950693,0.49842316,0.7284683,1.0,1.0,1.0,0.9999999996291268
47,0.3464953,0.011107713,0.32574752,0.7837069,0.5771484375,0.6726486,0.28646178420686524
48,0.31111363,-0.022414178,0.20581117,0.6966912,0.45068359375,0.70416087,0.20238261679379252
49,0.40546736,0.40516278,0.34616745,0.6779575,0.60791015625,0.2839674,0.3259860281914734
50,0.3406355,0.018337488,0.24882194,0.6929622,0.458984375,0.61296964,0.24204098513327676
51,0.3773461,0.013779074,0.47698814,0.5775293,0.50341796875,0.42675212,0.2907448118741729
52,0.33909887,-0.048845768,0.2786706,0.45374438,0.35205078125,0.39490363,0.20575176964510825
53,0.9957094,0.99834776,0.99783057,0.96373016,0.84814453125,0.9084928,0.587264994134761
54,0.99643564,0.9982538,0.9997977,0.99574775,0.9580078125,0.99350613,0.9280456691285062
55,0.28652617,-0.1336473,0.30617446,0.8017603,0.59033203125,0.68261975,0.29573138170559693
56,0.53879946,0.42361677,0.40683085,0.8659902,0.7861328125,0.4578543,0.2780944128454526
57,0.995527,0.99844015,0.9979844,0.96339905,0.84814453125,0.896049,0.5887412824134948
