id,weighted_cosine,fc_sim,bn_sim,logit_corr,agreement,noise_logit,loss_corr
290,0.3376733,-0.041569293,0.26668608,0.44979745,0.35595703125,0.306917,0.2174393018859849
291,0.32372284,-0.043694228,0.26029193,0.8486881,0.732421875,0.4892021,0.3595257358204353
292,0.34910345,-0.045676082,0.40131032,0.58107823,0.509765625,0.4436154,0.2817178629193038
293,0.35883322,-0.0037493706,0.40930638,0.84898525,0.66650390625,0.71834165,0.3818615655873751
294,0.51627564,1.0,0.38010165,1.0,1.0,1.0,0.9999999992052713
295,0.5004194,1.0,0.25691947,1.0,1.0,1.0,0.9999999991522895
296,0.28299502,-0.019842237,0.14368784,0.4988976,0.22216796875,0.5060616,0.1521637827962369
297,0.42867664,0.1562821,0.36235,0.8452454,0.78173828125,0.44200537,0.4187215892846791
298,0.5269613,0.39452037,0.34612063,0.86323506,0.7802734375,0.42601126,0.30618804349194395
299,0.36218834,-0.012260497,0.42176577,0.8220119,0.66015625,0.67712647,0.3782589970089712
300,0.99753785,0.9998952,0.99975574,0.9956115,0.95654296875,0.9918292,0.8759015449056825
301,0.54627717,0.4375728,0.43524718,0.8588611,0.76611328125,0.5704628,0.2565590472796918
302,0.5357203,0.41429004,0.43322957,0.86885726,0.79638671875,0.5637438,0.36646824190449373
303,0.54558223,0.43309194,0.34986386,0.86175674,0.796875,0.48431313,0.26569587342135387
304,0.54922366,0.44307783,0.42979681,0.87792903,0.78759765625,0.5403399,0.3589005423767905
305,0.53865755,0.4199738,0.42297605,0.8756948,0.79833984375,0.27690637,0.3576381103605495
306,0.96555054,0.95773196,0.9513104,0.9034256,0.8095703125,0.77237666,0.4515877915110427
307,0.4694891,0.23666012,0.38127264,0.79410464,0.78662109375,0.32295796,0.1281443918133484
308,0.26642686,-0.11370477,0.20659542,0.308739,0.1689453125,0.32158518,0.18748818202062656
309,0.54441106,0.4358752,0.3972296,0.87981814,0.79052734375,0.47534627,0.3888538474889773
310,0.26720223,-0.096782535,0.1942322,0.68466455,0.3671875,0.59568626,0.18622360723920295
311,0.53803885,0.42330927,0.36412293,0.87917227,0.80078125,0.47542876,0.3717137000295052
312,0.4717731,0.24690855,0.43863708,0.79524285,0.79345703125,0.41624904,0.12210859045711936
313,0.9982728,0.9998952,0.9999275,0.9979896,0.9677734375,0.99651283,0.966225169787572
314,0.33706957,0.027581066,0.2233707,0.7064893,0.45361328125,0.6275815,0.23120361302445266
315,0.5979847,0.5001203,0.7388319,1.0,1.0,1.0,0.9999999994171991
316,0.34728277,0.032347023,0.24061191,0.70646757,0.4658203125,0.7081339,0.20516010678087612
317,0.47650617,0.28658137,0.3342165,0.8236892,0.701171875,0.69096714,0.23148361499927592
318,0.9760772,0.99999106,0.9991009,0.992312,0.94775390625,0.9878432,0.9146709721926224
319,0.3643732,-0.00010561943,0.4007255,0.8119951,0.646484375,0.7247607,0.3285075399880759
320,0.95974475,0.928483,0.99230665,0.9218697,0.7998046875,0.801411,0.42432667406962093
321,0.5163681,0.3806565,0.36940286,0.8305937,0.70263671875,0.48706624,0.17535739282199528
322,0.53611904,0.41855526,0.3950064,0.87875116,0.7958984375,0.4564258,0.37702835450147626
323,0.34360188,-0.07688895,0.36893553,0.7522055,0.73388671875,0.6402873,0.3062334908498959
324,0.2766886,-0.07255429,0.17247063,0.6122376,0.3037109375,0.48420814,0.19712009572585082
325,0.34370396,-0.07133806,0.41082388,0.81120217,0.64990234375,0.7574113,0.310000760324853
326,0.3585311,-0.022480398,0.40998,0.8339147,0.64990234375,0.7655298,0.34225373564544154
327,0.53021055,0.41184127,0.3783014,0.86061823,0.7724609375,0.64205366,0.27589561139860314
328,0.2573238,-0.1951231,0.25833422,0.60977113,0.56396484375,0.61790025,0.2609653887751399
329,0.3558079,-0.03264618,0.44749263,0.5896036,0.515625,0.49134505,0.2819613277104313
330,0.2008935,-0.058862448,0.004498869,0.08378808,0.03125,0.28033707,0.15907369131142296
331,0.5475384,0.43783355,0.51808107,0.8773048,0.798828125,0.74611276,0.4185792652658812
332,0.32136974,-0.12548071,0.40508974,0.74923813,0.7294921875,0.567264,0.4011192392995378
333,0.53576803,0.41817427,0.39575064,0.87813,0.79296875,0.47486386,0.3626207655892049
334,0.5469165,0.43713,0.5189421,0.8768918,0.79833984375,0.7598628,0.3997501342991701
335,0.32074934,-0.09923309,0.39255202,0.91414034,0.81103515625,0.61046,0.6450584135706948
336,0.38856983,0.052106082,0.3470706,0.703754,0.62548828125,0.70410043,0.2975133242694749
337,0.5140564,1.0,0.31851298,1.0,1.0,1.0,0.9999999990993074
338,0.53411955,0.41303027,0.3750691,0.87663656,0.78662109375,0.5741781,0.3782544968579147
339,0.31815302,-0.11301869,0.40612447,0.873064,0.70703125,0.785932,0.4020112339044092
340,0.3497725,-0.022926003,0.439027,0.86901647,0.6923828125,0.7927364,0.3816830229070342
341,0.99753743,0.99999917,0.9999033,0.99780333,0.966796875,0.99610126,0.9606605055222428
342,0.31823942,-0.12362188,0.3216454,0.65384686,0.59326171875,0.45183682,0.3208390048898936
343,0.88693845,0.749866,0.9824668,0.9287167,0.830078125,0.7763451,0.5839646064913331
344,0.27759132,-0.10465711,0.19023329,0.53933656,0.3974609375,0.5020665,0.24997323107518876
345,0.3417355,0.045030296,0.19546983,0.64507324,0.54638671875,0.5637373,0.3155782180650064
346,0.99689645,0.9957981,0.99784154,0.9668589,0.85693359375,0.8977171,0.6101337657339115
347,0.54476327,0.43942973,0.37103125,0.879608,0.78759765625,0.3985974,0.38367066597147337
348,0.97419274,0.99997807,0.9967383,0.9864265,0.93017578125,0.9750229,0.8571525418501278
349,0.3614028,0.021433383,0.3282832,0.8524152,0.75390625,0.55263054,0.3375304193096831
350,0.31206292,-0.12294531,0.44932157,0.87554336,0.70166015625,0.7129626,0.4268919389010585
351,0.5319789,0.41153356,0.33218756,0.8788489,0.794921875,0.4498808,0.40662011113346913
352,0.6027829,0.5055061,0.7394701,1.0,1.0,1.0,0.9999999990463256
353,0.5457489,0.43984288,0.3683962,0.8799858,0.7900390625,0.38410866,0.3489227222875644
354,0.35165182,-0.043490022,0.41278955,0.8707341,0.71826171875,0.78299636,0.4248073933668809
355,0.27352318,0.061986476,0.107706726,0.38584673,0.158203125,0.33784726,0.12266152929959838
356,0.34923062,0.040504992,0.24093777,0.6951851,0.45751953125,0.6679051,0.2522786435537487
357,0.5421368,0.43167347,0.3997978,0.86192846,0.77197265625,0.48913532,0.2769344798709154
358,1.0,1.0,1.0,1.0,1.0,1.0,1.0
359,0.5317439,0.41077426,0.33290142,0.8782048,0.7900390625,0.43200746,0.35383042443630025
